title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
 2019 Toyota RAV4 AWD Limited Low Mileage Fully Loaded Nav Cam,41997.,Used,2019,AWD Limited Low Mileage Fully Loaded Nav Cam,Black,Automatic,All-wheel drive (AWD),Other,"51,979",K1L 6A9,2022-02-11,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-awd-limited-low-mileage-fully-loaded-nav-cam/m3204739
 2019 Toyota RAV4 AWD XLE 25k Only with Sunroof & Backup Camera,38997.,Used,2019,AWD XLE 25k Only with Sunroof & Backup Camera,Black,Automatic,All-wheel drive (AWD),Other,"25,867",K1L 6A9,2022-04-04,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-awd-xle-25k-only-with-sunroof-backup-camera/m3563769
2008 Toyota RAV 4 Limited,9500.,Used,2008,-,Grey,Automatic,,Gasoline,"206,000","L6A, CA",2022-07-13,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2008-toyota-rav-4-limited/m4269328
2016 Toyota RAV4 4dr LE ,,Used,2016,,,,Front-wheel drive (FWD),,"66,000", L6V4R1,2022-07-13,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-toyota-rav4-4dr-le/1625004777
2018 Toyota RAV4 LE,19999.,Used,2018,LE,Other,,Other,Hybrid-Electric,"83,000",L3V 6H1,2022-06-13,https://www.kijiji.ca/v-cars-trucks/barrie/2018-toyota-rav4-le/m4038634
"2020 Toyota RAV4 Limited HEATED AND COOLED SEATS, NAVIGATION,...",43968.,Used,2020,Limited,Blue,Automatic,All-wheel drive (AWD),Gasoline,"21,229",P6B 4Y8,2022-07-13,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2020-toyota-rav4-limited-heated-and-cooled-seats-navigation/m4262696
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-w-carplay-backup-cam-heated-front-seats/m3474788
2019 Toyota RAV4 LE | AWD | 2.5 L | 8-Speed Automatic,32995.,Used,2019,LE | AWD | 2.5 L | 8-Speed Automatic,Silver,Automatic,All-wheel drive (AWD),Gasoline,"56,244",L4W 0E7,2022-01-16,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-le-awd-2-5-l-8-speed-automatic/m3047983
2020 Toyota RAV4 LE HEATED SEATS! LOW KM!,33995.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"23,310",P6B 5K7,2022-07-08,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2020-toyota-rav4-le-heated-seats-low-km/m4236588
2019 Toyota RAV4 Limited AWD Navi 360 Camera Leather Sunroof,42980.,Used,2019,Limited AWD Navi 360 Camera Leather  Sunroof,Other,Automatic,4 x 4,Other,"43,809",J8P 1G2,2022-04-27,https://www.kijiji.ca/v-cars-trucks/gatineau/2019-toyota-rav4-limited-awd-navi-360-camera-leather-sunroof/m3710922
2019 Toyota RAV4 Limited All Wheel Drive,33672.,Used,2019,Limited All Wheel Drive,Black,Automatic,All-wheel drive (AWD),Gasoline,"132,852",P3B 2E4,2022-07-13,https://www.kijiji.ca/v-cars-trucks/sudbury/2019-toyota-rav4-limited-all-wheel-drive/m4268228
2021 Toyota RAV4 XLE XLE | 4wd | Platinum Pre Owned Unit!!,39987.,Used,2021,XLE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"27,281",L6J 3J2,2022-07-13,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2021-toyota-rav4-xle-xle-4wd-platinum-pre-owned-unit/m4267722
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/st-catharines/2018-toyota-rav4-le-cam-lane-dep-adap-cc-col-warn-17-al/m4265493
2022 rav4 trail,52000.,Used,2022,Trail,Black,Automatic,All-wheel drive (AWD),Gasoline,"2,400",K0A 2E0,2022-07-13,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-rav4-trail/1624972655
 2017 Toyota RAV4 XLE AWD,22977.,Used,2017,XLE AWD,Black,Automatic,All-wheel drive (AWD),Other,"195,783",K9J 7M2,2022-04-14,https://www.kijiji.ca/v-cars-trucks/peterborough/2017-toyota-rav4-xle-awd/m3637632
2015 Toyota RAV4 LIMITED AWD | ROOF | NAV | LEATHER | HTD SEATS |,26980.,Used,2015,LIMITED AWD | ROOF | NAV | LEATHER | HTD SEATS |,White,Automatic,All-wheel drive (AWD),Gasoline,"51,500",L6L 5M9,2022-05-14,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2015-toyota-rav4-limited-awd-roof-nav-leather-htd-seats/m3832887
2018 Toyota RAV4 XLE,,Used,2018,XLE,Other,Automatic,Front-wheel drive (FWD),Gasoline,"75,233",L7L 4X6,2022-05-14,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-xle/m3832133
2018 Toyota RAV4 XLE,32500.,Used,2018,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"51,500",K4K 1L5,2022-07-13,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle/m4263305
 2013 Toyota RAV4 SOLD PENDING DELIVERY,17999.,Used,2013,SOLD PENDING DELIVERY,White,Automatic,Front-wheel drive (FWD),Other,"96,110",N3R 7K3,2022-07-13,https://www.kijiji.ca/v-cars-trucks/brantford/2013-toyota-rav4-sold-pending-delivery/m4262634
 2018 Toyota RAV4 LE FWD | HEATED SEATS | BLUETOOTH | BACK UP CAM,25999.,Used,2018,LE FWD | HEATED SEATS | BLUETOOTH | BACK UP CAM,Grey,Automatic,Front-wheel drive (FWD),Other,"97,023",N3R 7K3,2022-07-13,https://www.kijiji.ca/v-cars-trucks/brantford/2018-toyota-rav4-le-fwd-heated-seats-bluetooth-back-up-cam/m4262633
" 2018 Toyota RAV4 XLE, AWD, One Owner, Only 67,000 Kms, Certified!",30973.,Used,2018,"XLE, AWD, One Owner, Only 67,000 Kms, Certified!",White,Automatic,All-wheel drive (AWD),Other,"67,795",P1A 2B1,2022-07-13,https://www.kijiji.ca/v-cars-trucks/north-bay/2018-toyota-rav4-xle-awd-one-owner-only-67-000-kms-certified/m4263036
 2018 Toyota RAV4 SOLD PENDING DELIVERY,35999.,Used,2018,SOLD PENDING DELIVERY,Black,Automatic,All-wheel drive (AWD),Other,"41,671",N3R 7K3,2022-07-13,https://www.kijiji.ca/v-cars-trucks/brantford/2018-toyota-rav4-sold-pending-delivery/m4262621
Toyota Rav 4 ,,Used,2018,XLE,,Automatic,All-wheel drive (AWD),Gasoline,"76,000", M4B2H7,2022-07-13,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav-4/1624944456
"2019 - Toyota Rav4 44,000km",35000.,Used,2019,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"44,000", ON M6A,2022-07-13,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-44-000km/1624952003
2018 Toyota RAV4 AWD SE IIHS TOP SAFETY/WELL MAINTAINED,25989.,Used,2018,AWD SE,Black,Automatic,All-wheel drive (AWD),Gasoline,"173,806",N5P 3T2,2022-07-12,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-awd-se-iihs-top-safety-well-maintained/m4261512
" 2018 Toyota RAV4 LE - REAR CAM, HEATED SEATS, BLUETOOTH, CRUISE!",26700.,Used,2018,"LE - REAR CAM, HEATED SEATS, BLUETOOTH, CRUISE!",Silver,Automatic,Front-wheel drive (FWD),Other,"72,130",N8W 1K1,2022-04-05,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2018-toyota-rav4-le-rear-cam-heated-seats-bluetooth-cruise/m3579254
2012 Toyota RAV4 for sale low mileage - Downtown Toronto,14000.,Used,2012,Base,Blue,Automatic,4 x 4,Gasoline,"103,100",M4Y 3G5,2022-07-12,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-for-sale-low-mileage-downtown-toronto/1624908858
2015 Toyota RAV4 XLE CAM BLUETOOTH ROOF DUAL-CLIM 17-AL,24498.,Used,2015,XLE,Brown,Automatic,All-wheel drive (AWD),Gasoline,"74,319",L2P 1G2,2022-05-13,https://www.kijiji.ca/v-cars-trucks/st-catharines/2015-toyota-rav4-xle-cam-bluetooth-roof-dual-clim-17-al/m3826968
Wanted: Looking for 2020 Toyota Rav XLE or trail Lease Takeover.,250.,Lease Takeover,2020,XLE,,Automatic,All-wheel drive (AWD),,"40,000", Canada,2022-07-12,https://www.kijiji.ca/v-cars-trucks/ottawa/looking-for-2020-toyota-rav-xle-or-trail-lease-takeover/1624851402
2018 Toyota RAV4 LE,24990.,Used,2018,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"122,000",K1X 1G8,2022-04-13,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3630258
2018 Toyota RAV4 LE,,Used,2018,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"53,996",N1K 1E9,2022-07-12,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-le/m4259218
2017 TOYOTA RAV4 XLE AWD,28880.,Used,2017,XLE AWD,Blue,Automatic,Other,Other,"70,911",N8N 2L9,2022-07-12,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2017-toyota-rav4-xle-awd/m4259124
2017 Toyota RAV4 Limited,31595.,Used,2017,Limited,Purple,Automatic,All-wheel drive (AWD),Gasoline,"69,190",K2H 5Z2,2022-04-13,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-limited/m3629327
"2014 Toyota RAV4 XLE AWD, ROOF, HTD. SEATS, BT, CAMERA, 149K!",19995.,Used,2014,"XLE AWD, ROOF, HTD. SEATS, BT, CAMERA, 149K!",Red,Automatic,All-wheel drive (AWD),Gasoline,"149,000",K2S 1V6,2022-05-13,https://www.kijiji.ca/v-cars-trucks/ottawa/2014-toyota-rav4-xle-awd-roof-htd-seats-bt-camera-149k/m3821884
2022 Rav4 XLE Premium Package AWD,1.,Used,2022,XLE Premium Package ,Grey,Automatic,All-wheel drive (AWD),Gasoline,50, Canada,2022-07-12,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2022-rav4-xle-premium-package-awd/1624829972
Rave 4 Adventure all wheel drive,40000.,Used,2019,adventure ,Grey,Automatic,All-wheel drive (AWD),,"33,000", N2J1L8,2022-07-11,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/rave-4-adventure-all-wheel-drive/1624787060
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2016-toyota-rav4-le-awd-heated-seats-bluetooth-back-up-cam-tow-pkg/m3625676
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-toyota-rav-4-xle/m4253697
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-toyota-rav4-limited/m4027001
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-toyota-rav4-hybrid-limited-clean-carfax/m3819263
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-toyota-rav4-xle/m4026992
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-limited/m3818554
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/sarnia/2019-toyota-rav4-awd-limited-leather-seats-248-b-w/m4252724
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/st-catharines/2015-toyota-rav4-le/m4252602
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/norfolk-county/2017-toyota-rav4-awd-xle-sunroof-heated-seats-192-b-w/m4028620
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2011-toyota-rav4-4wd-sport-4a/m4251765
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle/m4024802
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/cornwall-on/2010-toyota-rav4/m4023996
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-awd-le-terrainmodes-backupcam-heatedseats-alloys/m3813708
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-le-awd-2-5-l-8-speed-automatic/m3047983
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/cambridge/2019-toyota-rav4-le-awd-low-km-backup-cam-bluetooth/m3055142
 2015 Toyota RAV4 XLE,21988.,Used,2015,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,844",L1N 2K6,2022-07-13,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2015-toyota-rav4-xle/m4267702
2019 Toyota RAV4 XLE,34995.,Used,2019,XLE,Black,Automatic,Other,Gasoline,"164,773",L7A 1A9,2022-06-05,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-xle/m3984302
 2018 Toyota RAV4 Limited,40723.,Used,2018,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"79,627",N1K 1E4,2022-02-08,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-limited/m3183986
 2021 Toyota RAV4 Hybrid Hybrid XLE AWD | Take it Home Today !,52895.,Used,2021,Hybrid XLE AWD | Take it Home Today !,Red,Automatic,All-wheel drive (AWD),Hybrid-Electric,"22,953",M3C 2J7,2022-06-11,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-hybrid-hybrid-xle-awd-take-it-home-today/m4024854
 2017 Toyota RAV4 XLE|SUNROOF|BACKUPCAM|HEATEDSEATS|SAFETYTECH|ALLOY,29995.,Used,2017,XLE|SUNROOF|BACKUPCAM|HEATEDSEATS|SAFETYTECH|ALLOY,White,Automatic,Front-wheel drive (FWD),Other,"95,069",M3J 2A9,2022-05-12,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-xle-sunroof-backupcam-heatedseats-safetytech-alloy/m3813705
2018 Toyota RAV4 1 Owner/Backup Camera/Bluetooth/Heated Seats/Eco Drive/Lane Departure Alert/Two Set,25900.,Used,2018,1 Owner/Backup Camera/Bluetooth/Heated Seats/Eco Drive/Lane Departure Alert/Two Sets of Keys/Fully Loaded,White,Automatic,Other,Gasoline,"88,921",M3J 3H5,2022-07-11,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-1-owner-backup-camera-bluetooth-heated-seats-eco-drive-lane-departure-alert-two-set/m4251219
2021 Toyota RAV4 AWD XSE Prime,66900.,Used,2021,XSE Prime,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"48,076",J8V 0A1,2022-07-11,https://www.kijiji.ca/v-cars-trucks/gatineau/2021-toyota-rav4-awd-xse-prime/1624683593
2019 Toyota RAV4 Hybride Xle,50495.,Used,2019,HYBRID XLE,Grey,,4 x 4,Hybrid-Electric,"9,537",K7C 0C4,2022-06-10,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-hybride-xle/m4020187
2019 Toyota RAV4 XLE / AWD / HTD STEERING / SUNROOF / ALLOYS / NO ACCIDENTS,36990.,Used,2019,XLE / AWD / HTD STEERING / SUNROOF / ALLOYS / NO ACCIDENTS,Black,Automatic,All-wheel drive (AWD),Other,"29,416",L4Y 2C5,2022-07-10,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-xle-awd-htd-steering-sunroof-alloys-no-accidents/m4249869
2014 Toyota RAV4 AWD 4dr Limited,19985.,Used,2014,AWD 4dr Limited,Silver,Automatic,All-wheel drive (AWD),Other,"159,100",M1P 4Y1,2022-05-11,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-awd-4dr-limited/m3808927
2019 TOYOTA RAV4 AWD XLE,39995.,Used,2019,AWD XLE,Silver,Automatic,Other,Other,"29,256",N5A 6S4,2022-01-11,https://www.kijiji.ca/v-cars-trucks/stratford-on/2019-toyota-rav4-awd-xle/m3016457
2020 Toyota RAV4 LE BACK UP CAMERA / HEATED SEATS,35799.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"42,442",M6N 1K8,2022-06-10,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-back-up-camera-heated-seats/m4018790
2018 TOYOTA RAV4 LE AWD,25995.,Used,2018,LE AWD,Grey,Automatic,Other,Other,"146,546",N8N 2L9,2022-05-11,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2018-toyota-rav4-le-awd/m3807048
 2020 Toyota RAV4 LEATHER | NAV | ONE OWNER | WINTER TIRES |,41519.,Used,2020,LEATHER | NAV | ONE OWNER | WINTER TIRES |,Red,Automatic,All-wheel drive (AWD),Other,"41,688",N2L 5Z6,2022-06-10,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-toyota-rav4-leather-nav-one-owner-winter-tires/m4017703
 2015 Toyota RAV4 LE | HTD Seats | Camera | Eco Mode | Bluetooth,15988.,Used,2015,LE | HTD Seats | Camera | Eco Mode | Bluetooth,Red,Automatic,Front-wheel drive (FWD),Other,"208,743",L7R 3P8,2022-06-10,https://www.kijiji.ca/v-cars-trucks/hamilton/2015-toyota-rav4-le-htd-seats-camera-eco-mode-bluetooth/m4015648
 2015 Toyota RAV4 LE | HTD Seats | Camera | Eco Mode | Bluetooth,15988.,Used,2015,LE | HTD Seats | Camera | Eco Mode | Bluetooth,Red,Automatic,Front-wheel drive (FWD),Other,"208,743",L7R 2E4,2022-06-10,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2015-toyota-rav4-le-htd-seats-camera-eco-mode-bluetooth/m4015633
2018 Toyota RAV4 LE LE--1 OWNER-- VERY LOW KM'S,32899.,Used,2018,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"24,459",N7M 1P6,2022-07-10,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2018-toyota-rav4-le-le-1-owner-very-low-kms/m4247622
2018 Toyota RAV4,30999.,Used,2018,LE,Grey,Automatic,Other,Gasoline,"44,000",L3P 1Z2,2022-07-09,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4/m4247120
2015 Toyota RAV 4 XLE AWD,16995.,Used,2015,XLE AWD,Black,Automatic,All-wheel drive (AWD),Other,"217,018",N7T 3W3,2022-05-10,https://www.kijiji.ca/v-cars-trucks/sarnia/2015-toyota-rav-4-xle-awd/m3803843
Car for sale,25500.,Used,2015,,Black,,,,"47,000","oke, ON",2022-07-09,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/car-for-sale/1624540791
2011 Toyota RAV4 Sport 4x4,20000.,Used,2011,Sport,Silver,Automatic,4 x 4,,"102,000", L4C4J2,2022-07-09,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2011-toyota-rav4-sport-4x4/1624538391
2011 Toyota RAV4 4WD Sports 4 Dr Auto Limited,11990.,Used,2011,4WD Sports 4 Dr Auto Limited,Red,Automatic,4 x 4,Gasoline,"168,865",M9W 4J9,2022-02-09,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2011-toyota-rav4-4wd-sports-4-dr-auto-limited/m3195053
2009 Toyota RAV4 SPORT V6 AWD LEATHER SUNROOF HEATED SEATS BLUETOOTH,13888.,Used,2009,SPORT V6 AWD LEATHER SUNROOF HEATED SEATS BLUETOOTH,White,Automatic,All-wheel drive (AWD),Gasoline,"127,966",K1Z 7T2,2022-01-10,https://www.kijiji.ca/v-cars-trucks/ottawa/2009-toyota-rav4-sport-v6-awd-leather-sunroof-heated-seats-bluetooth/m3013684
2020 Toyota RAV4 Trail Trail AWD #WITH SNOW TIRES!,43998.,Used,2020,Trail,Other,Automatic,All-wheel drive (AWD),Gasoline,"35,222",N7M 5J5,2022-07-09,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2020-toyota-rav4-trail-trail-awd-with-snow-tires/m4244807
 2019 TOYOTA RAV4 LE,32990.,Used,2019,LE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"45,980",N5P 3W8,2022-07-09,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-le/m4245422
 2019 TOYOTA RAV4 HYBRID LE,40990.,Used,2019,HYBRID LE,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"48,551",N5P 3W8,2022-07-09,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-hybrid-le/m4245418
2015 Toyota RAV4 XLE FWD,17900.,Used,2015,FWD,White,Automatic,Front-wheel drive (FWD),Gasoline,"195,833",M3J 2C6,2022-07-09,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-toyota-rav4-xle-fwd/m4245091
2015 Toyota RAV4 Limited,23995.,Used,2015,Limited,Grey,Automatic,All-wheel drive (AWD),Gasoline,"99,000",K2H 5Z2,2022-06-09,https://www.kijiji.ca/v-cars-trucks/ottawa/2015-toyota-rav4-limited/m4012063
2018 Toyota RAV4 LE,29365.,Used,2018,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"84,000",K2H 5Z2,2022-03-11,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3396328
2018 Toyota RAV4 LE AWD,29995.,Used,2018,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"79,666",P3A 2A9,2022-07-09,https://www.kijiji.ca/v-cars-trucks/sudbury/2018-toyota-rav4-le-awd/m4244008
2020 Toyota RAV4,39999.,Used,2020,XLE,White,Automatic,Other,Other,"28,965",L6L 2X5,2022-07-09,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4/m4243067
2015 Toyota RAV4 AWD LE,20995.,Used,2015,AWD LE,Blue,Automatic,All-wheel drive (AWD),Other,"166,022",P1L 1V9,2022-07-09,https://www.kijiji.ca/v-cars-trucks/muskoka/2015-toyota-rav4-awd-le/m4243504
 2017 Toyota RAV4 SE 4WD - NAVI - SUNROOF - LEATHER - TECH FEATURES,28988.,Used,2017,SE 4WD - NAVI - SUNROOF - LEATHER - TECH FEATURES,White,Automatic,Other,Gasoline,"94,000",L6L 2X5,2022-06-09,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-se-4wd-navi-sunroof-leather-tech-features/m4011108
2018 Toyota RAV4 LE,29395.,Used,2018,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"69,151",K2H 5Z2,2022-04-10,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3615730
2020 Toyota RAV4 LE,33599.,Used,2020,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"70,484",L7G 4B5,2022-07-09,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-le/m4242672
" 2007 Toyota RAV4 AWD $6900,AWD,4 CYLINDER,NO ACCIDENT",6490.,Used,2007,"AWD,4 CYLINDER,GAS SAVER,$6490",Beige,Automatic,All-wheel drive (AWD),Gasoline,"279,000",L2E 3M2,2022-02-09,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2007-toyota-rav4-awd-6900-awd-4-cylinder-no-accident/m3189311
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-awd-blind-spot-monitor-camera-htd-seats/m4241668
 2017 Toyota RAV4 LE | NO ACCIDENTS | CAMERA | BLUETOOTH | AWD,25488.,Used,2017,LE | NO ACCIDENTS | CAMERA | BLUETOOTH | AWD,Grey,Automatic,All-wheel drive (AWD),Other,"137,129",L7R 3P8,2022-07-09,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-toyota-rav4-le-no-accidents-camera-bluetooth-awd/m4240594
 2017 Toyota RAV4 LE | NO ACCIDENTS | CAMERA | BLUETOOTH | AWD,25488.,Used,2017,LE | NO ACCIDENTS | CAMERA | BLUETOOTH | AWD,Grey,Automatic,All-wheel drive (AWD),Other,"137,129",L7R 2E4,2022-07-09,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le-no-accidents-camera-bluetooth-awd/m4240577
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2014-toyota-rav4-xle-awd-sunroof-navi-backup-camera/m3613935
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2015-toyota-rav4-limited-navi-softex-leather-sunroof-he/m4240570
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m4240456
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-toyota-rav4-le/m3859757
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/brantford/2019-toyota-rav4-le/m3772407
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-aut0-a-c-h-seats-l-departure-backup-camera/m3716467
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-w-backup-cam-touchscreen-toyota-safety-sense/m4008958
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-trail-2-5l-awd-cam-leather-roof-1owner/m4352796
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-rav4-7-passenger/1624447788
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/thunder-bay/2013-toyota-rav4/m4004251
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/petawawa/rav-4-limited-edition-2005/1624429975
2009 Rav 4 awd limited ,9800.,Used,2009,,,,,,"210,000", L6W3W6,2022-07-08,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2009-rav-4-awd-limited/1624408332
2018 Toyota RAV4 LE REAR CAMERA | HEATED SEATS | AWD |,27800.,Used,2018,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"67,906",L6V 1C2,2022-07-08,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-le-rear-camera-heated-seats-awd/m4234606
2019 Toyota RAV4 XLE,37950.,Used,2019,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"48,000",L7G 4B5,2022-07-08,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-xle/m4234532
2018 Toyota RAV4 Hybrid Limited,42695.,Used,2018,Limited,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"47,788",K2H 5Z2,2022-07-08,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-hybrid-limited/m4234193
2017 Toyota RAV4 SE NAVIGATION / LEATHER / SUNROOF,30999.,Used,2017,SE,White,Automatic,All-wheel drive (AWD),Gasoline,"41,215",M6N 1K8,2022-07-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-se-navigation-leather-sunroof/m4233248
2017 Toyota RAV4 LE HEATED SEATS / BACK UP CAMERA,24999.,Used,2017,LE,Red,Automatic,Front-wheel drive (FWD),Gasoline,"85,795",M6N 1K8,2022-07-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-heated-seats-back-up-camera/m4233246
 2019 Toyota RAV4 LE | NO ACCIDENTS | BLUETOOTH | CAMERA,32677.,Used,2019,LE | NO ACCIDENTS | BLUETOOTH | CAMERA,Silver,Automatic,All-wheel drive (AWD),Other,"64,245",L7R 3P8,2021-11-10,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-toyota-rav4-le-no-accidents-bluetooth-camera/m2660662
